method,dataset,sample_id,loss,perplexity,latency,depth,layer_reduction,configuration,attention_mode,ffn_mode,confidence,rollback,executed_depth,relative_flops,active_parameters,sequence_length,proposed_configuration,fallback_applied,stability_status,volatility,stability_score,answer_loss,correct,question,variant,latency_seconds
depth_adaptive,short_qa,56,6.438057899475098,625.1914353987094,0.049891499991645105,8,0.33333333333333337,medium,full,full,0.8215540695344039,False,8,0.6666666666666666,56702976,14,medium,False,,,,10.425762176513672,False,What organ is used for breathing?,depth_adaptive,0.049891499991645105
depth_adaptive,short_qa,57,5.5747528076171875,263.6843668132376,0.04990209999959916,8,0.33333333333333337,medium,full,full,0.7011370464520456,False,8,0.6666666666666666,56702976,13,medium,False,,,,16.090238571166992,False,What is the hardest natural substance?,depth_adaptive,0.04990209999959916
depth_adaptive,short_qa,58,5.721392631530762,305.3298389735499,0.04555170000821818,8,0.33333333333333337,medium,full,full,0.8190040840966831,False,8,0.6666666666666666,56702976,11,medium,False,,,,12.068151473999023,False,What do bees produce?,depth_adaptive,0.04555170000821818
depth_adaptive,short_qa,59,6.910926342010498,1003.1760961674535,0.05315740000514779,8,0.33333333333333337,medium,full,full,0.7067797319011154,False,8,0.6666666666666666,56702976,16,medium,False,,,,9.122230529785156,False,What is the young of a cat called?,depth_adaptive,0.05315740000514779
routing,short_qa,0,6.108360767364502,449.6011099671154,0.11046100000385195,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,9.07673454284668,False,What is the capital of France?,routing,0.11046100000385195
routing,short_qa,1,6.049655437469482,423.9669217590724,0.09944669999822509,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,9.874520301818848,False,What is the capital of Japan?,routing,0.09944669999822509
routing,short_qa,2,6.215888977050781,500.64084965198896,0.09710110000742134,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,8.905926704406738,False,What is the capital of Italy?,routing,0.09710110000742134
routing,short_qa,3,6.167631149291992,477.05469519411344,0.09906059999775607,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,10.175361633300781,False,What is the capital of Egypt?,routing,0.09906059999775607
routing,short_qa,4,5.955894947052002,386.0222255884898,0.10281989999930374,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,11.280294418334961,False,What is the capital of Canada?,routing,0.10281989999930374
routing,short_qa,5,6.539113521575928,691.6731528560524,0.10446680001041386,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,8.714546203613281,False,What is the capital of Spain?,routing,0.10446680001041386
routing,short_qa,6,6.432245254516602,621.5679607416341,0.097575699997833,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,8.093459129333496,False,What is the capital of Russia?,routing,0.097575699997833
routing,short_qa,7,5.727153301239014,307.09381930379317,0.1015484999952605,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,9.310836791992188,False,What is the capital of Germany?,routing,0.1015484999952605
routing,short_qa,8,6.714822769165039,824.5376204561112,0.09834189999673981,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,10.79761791229248,False,What is the capital of China?,routing,0.09834189999673981
routing,short_qa,9,6.92183780670166,1014.1821536251988,0.10563140000158455,12,0.0,deep,full,full,,False,12,0.6677482154445166,56724480,15,deep,False,,,,8.247653007507324,False,What is the capital of Kenya?,routing,0.10563140000158455
routing,short_qa,10,5.888128757476807,360.72963978065724,0.09832319999986794,12,0.0,deep,full,full,,False,12,0.6678200692041523,56724480,16,deep,False,,,,10.788078308105469,False,What is the largest planet in the solar system?,routing,0.09832319999986794
routing,short_qa,11,5.5299553871154785,252.13266240724593,0.11164370000187773,12,0.0,deep,full,full,,False,12,0.6677482154445166,56724480,15,deep,False,,,,9.489688873291016,False,What is the closest planet to the Sun?,routing,0.11164370000187773
routing,short_qa,12,7.021636486053467,1120.618995364504,0.10022469999967143,12,0.0,deep,full,full,,False,12,0.6677482154445166,56724480,15,deep,False,,,,7.774859428405762,False,Which planet is known as the Red Planet?,routing,0.10022469999967143
routing,short_qa,13,6.278225898742676,532.8425082220094,0.10179760000028182,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,7.038750648498535,False,What is the chemical symbol for oxygen?,routing,0.10179760000028182
routing,short_qa,14,6.801388740539551,899.0950347778573,0.10438109999813605,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,13.314936637878418,False,What is the chemical symbol for gold?,routing,0.10438109999813605
routing,short_qa,15,6.537105083465576,690.2853642462237,0.10835539999243338,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,9.27746295928955,False,What is the chemical symbol for iron?,routing,0.10835539999243338
routing,short_qa,16,7.653732776641846,2108.5014832358765,0.0981651000038255,12,0.0,deep,full,full,,False,12,0.6677482154445166,56724480,15,deep,False,,,,9.2084379196167,False,What gas do plants absorb from the air?,routing,0.0981651000038255
routing,short_qa,17,6.138574600219727,463.39258020122253,0.1012019999907352,12,0.0,deep,full,full,,False,12,0.6678200692041523,56724480,16,deep,False,,,,7.650757312774658,False,What is the freezing point of water in Celsius?,routing,0.1012019999907352
routing,short_qa,18,6.675392150878906,792.6582345583741,0.12688880000496283,12,0.0,deep,full,full,,False,12,0.6678200692041523,56724480,16,deep,False,,,,7.894735336303711,False,What is the boiling point of water in Celsius?,routing,0.12688880000496283
routing,short_qa,19,5.989495277404785,399.2130672144797,0.09861939999973401,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,6.069884300231934,False,How many days are in a week?,routing,0.09861939999973401
routing,short_qa,20,5.881929874420166,358.50043535567033,0.10305109999899287,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,6.468335151672363,False,How many months are in a year?,routing,0.10305109999899287
routing,short_qa,21,5.9599127769470215,387.5763171737811,0.10326189998886548,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,6.959501266479492,False,How many hours are in a day?,routing,0.10326189998886548
routing,short_qa,22,7.122169017791748,1239.1352270844166,0.10995810000167694,12,0.0,deep,full,full,,False,12,0.6675324675324675,56724480,12,deep,False,,,,6.18806791305542,False,How many continents are there?,routing,0.10995810000167694
routing,short_qa,23,7.130350112915039,1249.3142914206783,0.0935172000026796,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,6.745309829711914,False,How many legs does a spider have?,routing,0.0935172000026796
routing,short_qa,24,6.274975776672363,531.1135162654823,0.09338439999555703,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,5.347635269165039,False,How many sides does a triangle have?,routing,0.09338439999555703
routing,short_qa,25,6.143584728240967,465.72006197436656,0.10692799999378622,12,0.0,deep,full,full,,False,12,0.6677482154445166,56724480,15,deep,False,,,,5.594208240509033,False,How many sides does a hexagon have?,routing,0.10692799999378622
routing,short_qa,26,5.795852184295654,328.93237558235745,0.10584269999526441,12,0.0,deep,full,full,,False,12,0.6679636835278858,56724480,18,deep,False,,,,6.564727783203125,False,How many players are on a soccer team on the field?,routing,0.10584269999526441
routing,short_qa,27,5.769297122955322,320.31251319318994,0.09253989999706391,12,0.0,deep,full,full,,False,12,0.6675324675324675,56724480,12,deep,False,,,,5.521059513092041,False,What is 2 plus 2?,routing,0.09253989999706391
routing,short_qa,28,6.141237258911133,464.62808061043074,0.09191839999402873,12,0.0,deep,full,full,,False,12,0.6675324675324675,56724480,12,deep,False,,,,7.727288246154785,False,What is 5 times 6?,routing,0.09191839999402873
routing,short_qa,29,6.081058025360107,437.491827384901,0.09929829998873174,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,9.184174537658691,False,What is 100 divided by 4?,routing,0.09929829998873174
routing,short_qa,30,6.282188892364502,534.9583494470082,0.1022207000060007,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,5.7406463623046875,False,What is the square root of 81?,routing,0.1022207000060007
routing,short_qa,31,6.253872871398926,520.0229116129325,0.09464090000255965,12,0.0,deep,full,full,,False,12,0.6674604892833946,56724480,11,deep,False,,,,8.547584533691406,False,What is 7 squared?,routing,0.09464090000255965
routing,short_qa,32,7.107951641082764,1221.642618920484,0.10217790000024252,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,9.639226913452148,False,Who wrote the play Romeo and Juliet?,routing,0.10217790000024252
routing,short_qa,33,6.644938945770264,768.8831026333048,0.09671910000906792,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,8.838899612426758,False,Who developed the theory of relativity?,routing,0.09671910000906792
routing,short_qa,34,6.032405853271484,416.71638281715184,0.10851700000057463,12,0.0,deep,full,full,,False,12,0.6678918918918919,56724480,17,deep,False,,,,11.497917175292969,False,Who was the first person to walk on the Moon?,routing,0.10851700000057463
routing,short_qa,35,7.600751876831055,1999.6988572519595,0.09136500000022352,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,12.594465255737305,False,Who painted the Mona Lisa?,routing,0.09136500000022352
routing,short_qa,36,7.246718883514404,1403.4922635257703,0.11065489999600686,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,10.674849510192871,False,What is the largest ocean on Earth?,routing,0.11065489999600686
routing,short_qa,37,6.456265926361084,636.6792052961573,0.10073520000150893,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,12.609047889709473,False,What is the longest river in Africa?,routing,0.10073520000150893
routing,short_qa,38,5.566440105438232,261.5015224399779,0.09891980000247713,12,0.0,deep,full,full,,False,12,0.6677482154445166,56724480,15,deep,False,,,,10.442343711853027,False,What is the tallest mountain in the world?,routing,0.09891980000247713
routing,short_qa,39,5.880831241607666,358.10679128883106,0.10063839999202173,12,0.0,deep,full,full,,False,12,0.6677482154445166,56724480,15,deep,False,,,,11.815038681030273,False,What is the largest desert in the world?,routing,0.10063839999202173
routing,short_qa,40,6.758734703063965,861.5513875057297,0.10061409999616444,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,8.310172080993652,False,What language is primarily spoken in Brazil?,routing,0.10061409999616444
routing,short_qa,41,7.210970878601074,1354.2063993542927,0.10305130000051577,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,6.953029632568359,False,What language is primarily spoken in Austria?,routing,0.10305130000051577
routing,short_qa,42,6.46641206741333,643.1719246423979,0.10230910000973381,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,11.896156311035156,False,What currency is used in Japan?,routing,0.10230910000973381
routing,short_qa,43,6.1524858474731445,469.8839961196563,0.0983769000013126,12,0.0,deep,full,full,,False,12,0.6677482154445166,56724480,15,deep,False,,,,9.921746253967285,False,What currency is used in the United Kingdom?,routing,0.0983769000013126
routing,short_qa,44,6.297427654266357,543.1728830583517,0.09963199999765493,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,9.527591705322266,False,What is the currency of India?,routing,0.09963199999765493
routing,short_qa,45,7.165946006774902,1294.5857085538416,0.09962739999173209,12,0.0,deep,full,full,,False,12,0.6678200692041523,56724480,16,deep,False,,,,9.274056434631348,False,In which country is the Eiffel Tower?,routing,0.09962739999173209
routing,short_qa,46,6.545844554901123,696.3445318648677,0.09793069999432191,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,9.166952133178711,False,In which country is the Great Wall?,routing,0.09793069999432191
routing,short_qa,47,7.223609447479248,1371.4302433088596,0.10038730000087526,12,0.0,deep,full,full,,False,12,0.6677482154445166,56724480,15,deep,False,,,,8.75072956085205,False,In which country is the Taj Mahal?,routing,0.10038730000087526
routing,short_qa,48,6.035188674926758,417.87764523505405,0.10334059999149758,12,0.0,deep,full,full,,False,12,0.6678200692041523,56724480,16,deep,False,,,,9.195704460144043,False,What colour is the sky on a clear day?,routing,0.10334059999149758
routing,short_qa,49,5.739418029785156,310.8834334261851,0.10345110000343993,12,0.0,deep,full,full,,False,12,0.6678918918918919,56724480,17,deep,False,,,,7.059099197387695,False,What colour do you get by mixing red and white?,routing,0.10345110000343993
routing,short_qa,50,6.054208278656006,425.90157656837835,0.10079060000134632,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,10.751485824584961,False,What is the opposite of hot?,routing,0.10079060000134632
routing,short_qa,51,5.795528411865234,328.82589358656884,0.09647349998704158,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,8.766510009765625,False,What is the opposite of ancient?,routing,0.09647349998704158
routing,short_qa,52,5.102595329284668,164.4481510414213,0.3223314000060782,12,0.0,deep,full,full,,False,12,0.6677482154445166,56724480,15,deep,False,,,,7.785649299621582,False,What is the first month of the year?,routing,0.3223314000060782
routing,short_qa,53,5.111771583557129,165.9641138828124,0.10579329999745823,12,0.0,deep,full,full,,False,12,0.6677482154445166,56724480,15,deep,False,,,,7.702610015869141,False,What is the last month of the year?,routing,0.10579329999745823
routing,short_qa,54,7.450657367706299,1720.9940995525958,0.10009239999635611,12,0.0,deep,full,full,,False,12,0.6675324675324675,56724480,12,deep,False,,,,9.166727066040039,False,What season comes after winter?,routing,0.10009239999635611
routing,short_qa,55,6.640902996063232,765.7861828105973,0.09859480000159238,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,8.00047492980957,False,What organ pumps blood around the body?,routing,0.09859480000159238
routing,short_qa,56,6.126709461212158,457.9268527526726,0.10133679999853484,12,0.0,deep,full,full,,False,12,0.667676330592817,56724480,14,deep,False,,,,7.766063213348389,False,What organ is used for breathing?,routing,0.10133679999853484
routing,short_qa,57,6.084993839263916,439.2171067640711,0.09896499999740627,12,0.0,deep,full,full,,False,12,0.6676044146288682,56724480,13,deep,False,,,,10.112662315368652,False,What is the hardest natural substance?,routing,0.09896499999740627
routing,short_qa,58,6.912909030914307,1005.1670553560222,0.10380979999899864,12,0.0,deep,full,full,,False,12,0.6674604892833946,56724480,11,deep,False,,,,7.878100395202637,False,What do bees produce?,routing,0.10380979999899864
routing,short_qa,59,6.382247447967529,591.2550304718199,0.10694290000537876,12,0.0,deep,full,full,,False,12,0.6678200692041523,56724480,16,deep,False,,,,8.027472496032715,False,What is the young of a cat called?,routing,0.10694290000537876
msa,short_qa,0,9.63308334350586,15261.419836113504,0.05061189999105409,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,19.235322952270508,False,What is the capital of France?,msa,0.05061189999105409
msa,short_qa,1,9.01023006439209,8186.404458474651,0.04327670000202488,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,16.617584228515625,False,What is the capital of Japan?,msa,0.04327670000202488
msa,short_qa,2,9.482824325561523,13132.223862324685,0.04924140000366606,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,18.969253540039062,False,What is the capital of Italy?,msa,0.04924140000366606
msa,short_qa,3,9.330179214477539,11273.151616477871,0.048107700000400655,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,17.71763038635254,False,What is the capital of Egypt?,msa,0.048107700000400655
msa,short_qa,4,8.818075180053711,6755.249464455616,0.04026140000496525,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,15.872867584228516,False,What is the capital of Canada?,msa,0.04026140000496525
msa,short_qa,5,9.898036003112793,19891.265666123916,0.045741699999780394,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,21.59786605834961,False,What is the capital of Spain?,msa,0.045741699999780394
msa,short_qa,6,9.151806831359863,9431.466061507035,0.04601679999905173,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,16.930145263671875,False,What is the capital of Russia?,msa,0.04601679999905173
msa,short_qa,7,9.260726928710938,10516.775508521776,0.04913050000322983,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,17.444366455078125,False,What is the capital of Germany?,msa,0.04913050000322983
msa,short_qa,8,8.611249923706055,5493.110357474901,0.045308999993721955,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,15.471294403076172,False,What is the capital of China?,msa,0.045308999993721955
msa,short_qa,9,9.19538402557373,9851.549442218598,0.05787190000410192,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,15,medium,False,STABLE,0.0,1.0,10.225082397460938,False,What is the capital of Kenya?,msa,0.05787190000410192
msa,short_qa,10,8.047405242919922,3125.6740750318286,0.04533529999025632,8,0.33333333333333337,medium,reduced,partial,0.7095196152280409,False,8,0.3333333333333333,28369920,16,medium,False,STABLE,0.0,1.0,22.89021873474121,False,What is the largest planet in the solar system?,msa,0.04533529999025632
msa,short_qa,11,8.416400909423828,4520.604077783482,0.03123320000304375,8,0.33333333333333337,medium,reduced,partial,0.7067797319011154,False,8,0.3333333333333333,28369920,15,medium,False,STABLE,0.0,1.0,19.336423873901367,False,What is the closest planet to the Sun?,msa,0.03123320000304375
msa,short_qa,12,9.515995979309082,13575.147079228555,0.026719100002082996,8,0.33333333333333337,medium,reduced,partial,0.7067797319011154,False,8,0.3333333333333333,28369920,15,medium,False,STABLE,0.0,1.0,15.589007377624512,False,Which planet is known as the Red Planet?,msa,0.026719100002082996
msa,short_qa,13,8.690204620361328,5944.398463235565,0.02710510000179056,8,0.33333333333333337,medium,reduced,partial,0.7039857207770905,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,7.439406871795654,False,What is the chemical symbol for oxygen?,msa,0.02710510000179056
msa,short_qa,14,9.457725524902344,12806.722724744204,0.027798700000857934,8,0.33333333333333337,medium,reduced,partial,0.7039857207770905,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,20.95838165283203,False,What is the chemical symbol for gold?,msa,0.027798700000857934
msa,short_qa,15,9.218894004821777,10085.903196903537,0.029856400011340156,8,0.33333333333333337,medium,reduced,partial,0.7039857207770905,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,19.738718032836914,False,What is the chemical symbol for iron?,msa,0.029856400011340156
msa,short_qa,16,10.307644844055176,29960.791146909272,0.026659199997084215,8,0.33333333333333337,medium,reduced,partial,0.8230328409537006,False,8,0.3333333333333333,28369920,15,medium,False,STABLE,0.0,1.0,19.129112243652344,False,What gas do plants absorb from the air?,msa,0.026659199997084215
msa,short_qa,17,9.529500007629395,13759.709613978888,0.0449471000029007,8,0.33333333333333337,medium,reduced,partial,0.7095196152280409,False,8,0.3333333333333333,28369920,16,medium,False,STABLE,0.0,1.0,7.6472015380859375,False,What is the freezing point of water in Celsius?,msa,0.0449471000029007
msa,short_qa,18,9.370687484741211,11739.18282299773,0.04306920000817627,8,0.33333333333333337,medium,reduced,partial,0.7095196152280409,False,8,0.3333333333333333,28369920,16,medium,False,STABLE,0.0,1.0,6.79109525680542,False,What is the boiling point of water in Celsius?,msa,0.04306920000817627
msa,short_qa,19,7.34929084777832,1555.0933388227706,0.04653829999733716,8,0.33333333333333337,medium,reduced,partial,0.5440867421577419,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,7.527423858642578,False,How many days are in a week?,msa,0.04653829999733716
msa,short_qa,20,7.5192999839782715,1843.276519228531,0.043323800011421554,8,0.33333333333333337,medium,reduced,partial,0.5440867421577419,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,6.8941450119018555,False,How many months are in a year?,msa,0.043323800011421554
msa,short_qa,21,7.470242977142334,1755.0330666918633,0.04584959999192506,8,0.33333333333333337,medium,reduced,partial,0.5440867421577419,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,6.347618103027344,False,How many hours are in a day?,msa,0.04584959999192506
msa,short_qa,22,8.87818717956543,7173.774176603062,0.04243359999964014,8,0.33333333333333337,medium,reduced,partial,0.5341666205181964,False,8,0.3333333333333333,28369920,12,medium,False,STABLE,0.0,1.0,7.782375335693359,False,How many continents are there?,msa,0.04243359999964014
msa,short_qa,23,9.30458927154541,10988.332109959614,0.04444030000013299,8,0.33333333333333337,medium,reduced,partial,0.5440867421577419,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,6.180544853210449,False,How many legs does a spider have?,msa,0.04444030000013299
msa,short_qa,24,10.327898025512695,30573.779010450424,0.043577700009336695,8,0.33333333333333337,medium,reduced,partial,0.5440867421577419,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,9.305801391601562,False,How many sides does a triangle have?,msa,0.043577700009336695
msa,short_qa,25,9.904463768005371,20019.533842453144,0.04334179998841137,8,0.33333333333333337,medium,reduced,partial,0.5440867421577419,False,8,0.3333333333333333,28369920,15,medium,False,STABLE,0.0,1.0,9.561476707458496,False,How many sides does a hexagon have?,msa,0.04334179998841137
msa,short_qa,26,8.094250679016113,3275.581465463172,0.0497478999895975,8,0.33333333333333337,medium,reduced,partial,0.5627790248888356,False,8,0.3333333333333333,28369920,18,medium,False,STABLE,0.0,1.0,6.6880574226379395,False,How many players are on a soccer team on the field?,msa,0.0497478999895975
msa,short_qa,27,7.765825271606445,2358.6041746091223,0.028427900004317053,4,0.6666666666666667,shallow,reduced,partial,0.5698061885339285,False,4,0.16666666666666666,14184960,12,shallow,False,STABLE,0.2,0.8,6.098402976989746,False,What is 2 plus 2?,msa,0.028427900004317053
msa,short_qa,28,7.38731575012207,1615.3642469314134,0.02634730000863783,4,0.6666666666666667,shallow,reduced,partial,0.5698061885339285,False,4,0.16666666666666666,14184960,12,shallow,False,STABLE,0.2,0.8,6.898921489715576,False,What is 5 times 6?,msa,0.02634730000863783
msa,short_qa,29,7.626184463500977,2051.208608442176,0.030870700007653795,4,0.6666666666666667,shallow,reduced,partial,0.8266965061437526,False,4,0.16666666666666666,14184960,13,shallow,False,STABLE,0.2,0.8,5.827285289764404,False,What is 100 divided by 4?,msa,0.030870700007653795
msa,short_qa,30,8.301226615905762,4028.8111680736192,0.043690399994375184,8,0.33333333333333337,medium,reduced,partial,0.5561725490132504,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.4,0.6,8.340785026550293,False,What is the square root of 81?,msa,0.043690399994375184
msa,short_qa,31,8.926413536071777,7528.217222117733,0.027352900011464953,4,0.6666666666666667,shallow,reduced,partial,0.5813507912075115,False,4,0.16666666666666666,14184960,11,shallow,False,WARNING,0.6,0.4,7.884354114532471,False,What is 7 squared?,msa,0.027352900011464953
msa,short_qa,32,9.874273300170898,19424.167169717304,0.06208629999309778,8,0.33333333333333337,medium,reduced,partial,0.7039857207770905,False,8,0.3333333333333333,28369920,14,medium,False,WARNING,0.6,0.4,14.790209770202637,False,Who wrote the play Romeo and Juliet?,msa,0.06208629999309778
msa,short_qa,33,11.142638206481934,69053.59398338078,0.04320420000294689,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,13,medium,False,WARNING,0.6,0.4,20.0919189453125,False,Who developed the theory of relativity?,msa,0.04320420000294689
msa,short_qa,34,8.540864944458008,5119.770764425093,0.04247899999609217,8,0.33333333333333337,medium,reduced,partial,0.7419083093084068,False,8,0.3333333333333333,28369920,17,medium,False,WARNING,0.6,0.4,13.951154708862305,False,Who was the first person to walk on the Moon?,msa,0.04247899999609217
msa,short_qa,35,10.556170463562012,38413.73909673241,0.04520960000809282,8,0.33333333333333337,medium,reduced,partial,0.6982331940972664,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.4,0.6,22.96560287475586,False,Who painted the Mona Lisa?,msa,0.04520960000809282
msa,short_qa,36,8.962310791015625,7803.368598227484,0.045073600005707704,8,0.33333333333333337,medium,reduced,partial,0.7039857207770905,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.2,0.8,17.328224182128906,False,What is the largest ocean on Earth?,msa,0.045073600005707704
msa,short_qa,37,9.555662155151367,14124.443473770127,0.04216750001069158,8,0.33333333333333337,medium,reduced,partial,0.7039857207770905,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,18.476299285888672,False,What is the longest river in Africa?,msa,0.04216750001069158
msa,short_qa,38,9.37459659576416,11785.162403061437,0.0458403999946313,8,0.33333333333333337,medium,reduced,partial,0.7067797319011154,False,8,0.3333333333333333,28369920,15,medium,False,STABLE,0.0,1.0,22.260339736938477,False,What is the tallest mountain in the world?,msa,0.0458403999946313
msa,short_qa,39,7.750320911407471,2322.3175532375226,0.059649399991030805,8,0.33333333333333337,medium,reduced,partial,0.7067797319011154,False,8,0.3333333333333333,28369920,15,medium,False,STABLE,0.0,1.0,15.291351318359375,False,What is the largest desert in the world?,msa,0.059649399991030805
msa,short_qa,40,10.008797645568848,22221.101747690944,0.0433469999989029,8,0.33333333333333337,medium,reduced,partial,0.8223014197185884,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,22.30963897705078,False,What language is primarily spoken in Brazil?,msa,0.0433469999989029
msa,short_qa,41,9.720033645629883,16647.804845903,0.04537269999855198,8,0.33333333333333337,medium,reduced,partial,0.8223014197185884,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,16.796640396118164,False,What language is primarily spoken in Austria?,msa,0.04537269999855198
msa,short_qa,42,10.483384132385254,35717.07455874518,0.0425729999988107,8,0.33333333333333337,medium,reduced,partial,0.8215540695344039,False,8,0.3333333333333333,28369920,13,medium,False,STABLE,0.0,1.0,27.833086013793945,False,What currency is used in Japan?,msa,0.0425729999988107
msa,short_qa,43,9.551318168640137,14063.22015475218,0.04284890000417363,8,0.33333333333333337,medium,reduced,partial,0.8230328409537006,False,8,0.3333333333333333,28369920,15,medium,False,STABLE,0.0,1.0,23.694835662841797,False,What currency is used in the United Kingdom?,msa,0.04284890000417363
msa,short_qa,44,9.692163467407227,16190.23347339191,0.046384400004171766,8,0.33333333333333337,medium,reduced,partial,0.7011370464520456,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,17.01008415222168,False,What is the currency of India?,msa,0.046384400004171766
msa,short_qa,45,10.833189964294434,50675.100994069886,0.04388620000099763,8,0.33333333333333337,medium,reduced,partial,0.7039857207770905,False,8,0.3333333333333333,28369920,16,medium,False,STABLE,0.0,1.0,21.90751838684082,False,In which country is the Eiffel Tower?,msa,0.04388620000099763
msa,short_qa,46,9.639039039611816,15352.583416626961,0.046691800002008677,8,0.33333333333333337,medium,reduced,partial,0.7039857207770905,False,8,0.3333333333333333,28369920,14,medium,False,STABLE,0.0,1.0,14.90177059173584,False,In which country is the Great Wall?,msa,0.046691800002008677
msa,short_qa,47,9.077485084533691,8755.917920685763,0.045102400006726384,8,0.33333333333333337,medium,reduced,partial,0.7039857207770905,False,8,0.3333333333333333,28369920,15,medium,False,STABLE,0.0,1.0,14.417512893676758,False,In which country is the Taj Mahal?,msa,0.045102400006726384
msa,short_qa,48,7.8894877433776855,2669.076318405486,0.045700999995460734,8,0.33333333333333337,medium,reduced,partial,0.8237485258742852,False,8,0.3333333333333333,28369920,16,medium,False,STABLE,0.0,1.0,11.749565124511719,False,What colour is the sky on a clear day?,msa,0.045700999995460734
